TIMESTAMP,solar_TIMESTAMP,ARG_MAZ_Npu_Jt_1,ARG_MAZ_Npu_Jt_2,ARG_MAZ_Npu_Jt_3,ARG_MAZ_Npu_Jt_4,ARG_MAZ_Npu_Jt_5
2009-11-30T02:00:00Z,2009-11-29T21:20:46Z,,,,,
2009-11-30T03:00:00Z,2009-11-29T22:20:46Z,,,,,
2009-11-30T04:00:00Z,2009-11-29T23:20:46Z,,,,,
2009-11-30T05:00:00Z,2009-11-30T00:20:24Z,,,,,
2009-11-30T06:00:00Z,2009-11-30T01:20:24Z,,,,,
2009-11-30T07:00:00Z,2009-11-30T02:20:24Z,,,,,
2009-11-30T08:00:00Z,2009-11-30T03:20:24Z,,,,,
2009-11-30T09:00:00Z,2009-11-30T04:20:24Z,,,,,
2009-11-30T10:00:00Z,2009-11-30T05:20:24Z,,,,,
2009-11-30T11:00:00Z,2009-11-30T06:20:24Z,,,,,
2009-11-30T12:00:00Z,2009-11-30T07:20:24Z,,,,,
2009-11-30T13:00:00Z,2009-11-30T08:20:24Z,,,,,
2009-11-30T14:00:00Z,2009-11-30T09:20:24Z,,,,,
2009-11-30T15:00:00Z,2009-11-30T10:20:24Z,,,,,
2009-11-30T16:00:00Z,2009-11-30T11:20:24Z,,,,,
2009-11-30T17:00:00Z,2009-11-30T12:20:24Z,,,,,
2009-11-30T18:00:00Z,2009-11-30T13:20:24Z,,,,,
2009-11-30T19:00:00Z,2009-11-30T14:20:24Z,,,,,
2009-11-30T20:00:00Z,2009-11-30T15:20:24Z,,,,,
2009-11-30T21:00:00Z,2009-11-30T16:20:24Z,,,,,
2009-11-30T22:00:00Z,2009-11-30T17:20:24Z,,,,,
2009-11-30T23:00:00Z,2009-11-30T18:20:24Z,,,,,
2009-12-01T00:00:00Z,2009-11-30T19:20:24Z,,,,,
2009-12-01T01:00:00Z,2009-11-30T20:20:24Z,,,,,
2009-12-01T02:00:00Z,2009-11-30T21:20:24Z,,,,,
