TIMESTAMP,solar_TIMESTAMP,AUT_PAT_FOR_Pce_Js_1,AUT_PAT_FOR_Pce_Js_2,AUT_PAT_FOR_Pce_Js_3
2007-04-22T03:30:00Z,2007-04-22T04:17:25Z,12.203527871485843,0,8.75787194946696
2007-04-22T04:00:00Z,2007-04-22T04:47:25Z,0,0,8.75787194946696
2007-04-22T04:30:00Z,2007-04-22T05:17:25Z,0,5.890875084826774,8.75787194946696
2007-04-22T05:00:00Z,2007-04-22T05:47:25Z,0,0,20.600736138318258
2007-04-22T05:30:00Z,2007-04-22T06:17:25Z,28.709775124620332,0,34.007043446344625
2007-04-22T06:00:00Z,2007-04-22T06:47:25Z,47.39978658065273,5.890875084826774,48.561024008029726
2007-04-22T06:30:00Z,2007-04-22T07:17:25Z,89.29642962598527,22.866232993430344,80.33405385103977
2007-04-22T07:00:00Z,2007-04-22T07:47:25Z,185.78903356957994,32.64641241537916,133.1819157890062
2007-04-22T07:30:00Z,2007-04-22T08:17:25Z,353.2558131993305,89.45371509538172,171.2326830409356
2007-04-22T08:00:00Z,2007-04-22T08:47:25Z,678.0966537802618,184.14968588861205,274.5246234449953
2007-04-22T08:30:00Z,2007-04-22T09:17:25Z,1295.2182724802503,275.80069253483265,435.72689511895044
2007-04-22T09:00:00Z,2007-04-22T09:47:25Z,2070.0594023438694,392.9931474265487,613.7117073991294
2007-04-22T09:30:00Z,2007-04-22T10:17:25Z,2744.4008894291787,482.86280161291614,778.4803023480858
2007-04-22T10:00:00Z,2007-04-22T10:47:25Z,3253.9754308040065,558.2557456464864,864.9065655553458
2007-04-22T10:30:00Z,2007-04-22T11:17:25Z,3737.3743023620605,597.0868411861911,984.2362422277475
2007-04-22T11:00:00Z,2007-04-22T11:47:25Z,4316.829108778318,697.409019695397,1171.8777922208271
2007-04-22T11:30:00Z,2007-04-22T12:17:25Z,4655.673494255879,759.7974705923409,1403.7776861251234
2007-04-22T12:00:00Z,2007-04-22T12:47:25Z,5007.037933273704,802.2952420145352,1577.9637366311913
2007-04-22T12:30:00Z,2007-04-22T13:17:25Z,5445.728186048247,889.4507719630346,1796.432707694398
2007-04-22T13:00:00Z,2007-04-22T13:47:25Z,5748.844589089318,1002.4276456820962,2025.3119474199311
2007-04-22T13:30:00Z,2007-04-22T14:17:25Z,6060.741709210527,1096.0294116276386,2183.758752573859
2007-04-22T14:00:00Z,2007-04-22T14:47:25Z,6300.566306613421,1168.111539366788,2388.5122251255166
2007-04-22T14:30:00Z,2007-04-22T15:17:25Z,6381.652052346806,1217.0642102499019,2514.9851670843927
2007-04-22T15:00:00Z,2007-04-22T15:47:25Z,6220.055224124446,1266.7372931684033,2514.9851670843927
2007-04-22T15:30:00Z,2007-04-22T16:17:25Z,5981.931727458557,1266.7372931684033,2430.3658924203687
2007-04-22T16:00:00Z,2007-04-22T16:47:25Z,5596.202862687871,1241.8105711800233,2305.711115894188
2007-04-22T16:30:00Z,2007-04-22T17:17:25Z,5151.171853588424,1217.0642102499019,2143.7036521105642
2007-04-22T17:00:00Z,2007-04-22T17:47:25Z,4655.673494255879,1168.111539366788,1909.5621337256423
2007-04-22T17:30:00Z,2007-04-22T18:17:25Z,3990.159332807879,1048.8706356136242,1685.9050687513188
2007-04-22T18:00:00Z,2007-04-22T18:47:25Z,3195.5877754563467,867.3925732795558,1403.7776861251234
2007-04-22T18:30:00Z,2007-04-22T19:17:25Z,2476.5319290380016,676.9770236311655,1171.8777922208271
2007-04-22T19:00:00Z,2007-04-22T19:47:25Z,1782.8289035957355,520.1778273413379,923.9904613631595
2007-04-22T19:30:00Z,2007-04-22T20:17:25Z,1295.2182724802503,375.62014496526723,694.7306526841878
2007-04-22T20:00:00Z,2007-04-22T20:47:25Z,934.2369275287832,275.80069253483265,535.4943594085439
2007-04-22T20:30:00Z,2007-04-22T21:17:25Z,678.0966537802618,198.8111456074101,387.86463287199797
2007-04-22T21:00:00Z,2007-04-22T21:47:25Z,509.2350140038894,128.21824859267156,318.7370245137874
2007-04-22T21:30:00Z,2007-04-22T22:17:25Z,383.3493835310174,102.04109835498771,253.01088070245888
2007-04-22T22:00:00Z,2007-04-22T22:47:25Z,266.5618740659166,65.39537478337903,191.00141297004745
2007-04-22T22:30:00Z,2007-04-22T23:17:25Z,212.00128577949985,53.987136307774,151.9503444780847
2007-04-22T23:00:00Z,2007-04-22T23:47:25Z,160.3475045522189,43.05011025651411,97.53512997754468
2007-04-22T23:30:00Z,2007-04-23T00:17:35Z,135.7334320266011,32.64641241537916,64.184116751937
2007-04-23T00:00:00Z,2007-04-23T00:47:35Z,89.29642962598527,22.866232993430344,34.07911055290393
2007-04-23T00:30:00Z,2007-04-23T01:17:35Z,67.69491073239651,13.854356306779936,20.644317816422337
2007-04-23T01:00:00Z,2007-04-23T01:47:35Z,47.39978658065273,5.890875084826774,8.776367790424036
2007-04-23T01:30:00Z,2007-04-23T02:17:35Z,28.709775124620332,5.890875084826774,8.776367790424036
2007-04-23T02:00:00Z,2007-04-23T02:47:35Z,28.709775124620332,5.890875084826774,0
2007-04-23T02:30:00Z,2007-04-23T03:17:35Z,12.203527871485843,5.890875084826774,0
2007-04-23T03:00:00Z,2007-04-23T03:47:35Z,12.203527871485843,0,0
2007-04-23T03:30:00Z,2007-04-23T04:17:35Z,12.203527871485843,0,0
2007-04-23T04:00:00Z,2007-04-23T04:47:35Z,12.203527871485843,0,0
2007-04-23T04:30:00Z,2007-04-23T05:17:35Z,12.203527871485843,0,8.776367790424036
2007-04-23T05:00:00Z,2007-04-23T05:47:35Z,0,0,8.776367790424036
