TIMESTAMP,solar_TIMESTAMP,ta,rh,ppfd_in,ws,precip,swc_shallow,sw_in,vpd,ext_rad
2008-06-19T13:00:00Z,2008-06-19T14:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T13:30:00Z,2008-06-19T15:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T14:00:00Z,2008-06-19T15:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T14:30:00Z,2008-06-19T16:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T15:00:00Z,2008-06-19T16:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T15:30:00Z,2008-06-19T17:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T16:00:00Z,2008-06-19T17:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T16:30:00Z,2008-06-19T18:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T17:00:00Z,2008-06-19T18:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T17:30:00Z,2008-06-19T19:16:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T18:00:00Z,2008-06-19T19:46:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T18:30:00Z,2008-06-19T20:16:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T19:00:00Z,2008-06-19T20:46:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T19:30:00Z,2008-06-19T21:16:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T20:00:00Z,2008-06-19T21:46:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T20:30:00Z,2008-06-19T22:16:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T21:00:00Z,2008-06-19T22:46:57Z,,,,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
